sample_index,wine_type,attr_key,attr_value,quality_raw,quality_class_str,quality_class
4202,white,alcohol,12.9,6.0,medium,1
4203,white,fixed acidity,6.2,5.0,medium,1
4203,white,volatile acidity,0.3,5.0,medium,1
4203,white,citric acid,0.32,5.0,medium,1
4203,white,residual sugar,1.3,5.0,medium,1
4203,white,chlorides,0.054,5.0,medium,1
4203,white,free sulfur dioxide,27.0,5.0,medium,1
4203,white,total sulfur dioxide,183.0,5.0,medium,1
4203,white,density,0.99266,5.0,medium,1
4203,white,pH,3.3,5.0,medium,1
4203,white,sulphates,0.43,5.0,medium,1
4203,white,alcohol,10.1,5.0,medium,1
4204,white,fixed acidity,6.9,6.0,medium,1
4204,white,volatile acidity,0.26,6.0,medium,1
4204,white,citric acid,0.38,6.0,medium,1
4204,white,residual sugar,10.5,6.0,medium,1
4204,white,chlorides,0.044,6.0,medium,1
4204,white,free sulfur dioxide,33.0,6.0,medium,1
4204,white,total sulfur dioxide,139.0,6.0,medium,1
4204,white,density,0.99517,6.0,medium,1
4204,white,pH,3.06,6.0,medium,1
4204,white,sulphates,0.5,6.0,medium,1
4204,white,alcohol,10.3,6.0,medium,1
4205,white,fixed acidity,6.7,6.0,medium,1
4205,white,volatile acidity,0.41,6.0,medium,1
4205,white,citric acid,0.27,6.0,medium,1
4205,white,residual sugar,2.6,6.0,medium,1
4205,white,chlorides,0.033,6.0,medium,1
4205,white,free sulfur dioxide,25.0,6.0,medium,1
4205,white,total sulfur dioxide,85.0,6.0,medium,1
4205,white,density,0.99086,6.0,medium,1
4205,white,pH,3.05,6.0,medium,1
4205,white,sulphates,0.34,6.0,medium,1
4205,white,alcohol,11.7,6.0,medium,1
4206,white,fixed acidity,5.9,6.0,medium,1
4206,white,volatile acidity,0.32,6.0,medium,1
4206,white,citric acid,0.2,6.0,medium,1
4206,white,residual sugar,14.4,6.0,medium,1
4206,white,chlorides,0.05,6.0,medium,1
4206,white,free sulfur dioxide,29.0,6.0,medium,1
4206,white,total sulfur dioxide,144.0,6.0,medium,1
4206,white,density,0.99666,6.0,medium,1
4206,white,pH,3.24,6.0,medium,1
4206,white,sulphates,0.41,6.0,medium,1
4206,white,alcohol,10.3,6.0,medium,1
4207,white,fixed acidity,6.1,7.0,high,2
4207,white,volatile acidity,0.25,7.0,high,2
4207,white,citric acid,0.3,7.0,high,2
4207,white,residual sugar,1.2,7.0,high,2
4207,white,chlorides,0.036,7.0,high,2
4207,white,free sulfur dioxide,42.0,7.0,high,2
4207,white,total sulfur dioxide,107.0,7.0,high,2
4207,white,density,0.991,7.0,high,2
4207,white,pH,3.34,7.0,high,2
4207,white,sulphates,0.56,7.0,high,2
4207,white,alcohol,10.8,7.0,high,2
4208,white,fixed acidity,5.6,6.0,medium,1
4208,white,volatile acidity,0.23,6.0,medium,1
4208,white,citric acid,0.29,6.0,medium,1
4208,white,residual sugar,3.1,6.0,medium,1
4208,white,chlorides,0.023,6.0,medium,1
4208,white,free sulfur dioxide,19.0,6.0,medium,1
4208,white,total sulfur dioxide,89.0,6.0,medium,1
4208,white,density,0.99068,6.0,medium,1
4208,white,pH,3.25,6.0,medium,1
4208,white,sulphates,0.51,6.0,medium,1
4208,white,alcohol,11.2,6.0,medium,1
4209,white,fixed acidity,6.6,6.0,medium,1
4209,white,volatile acidity,0.23,6.0,medium,1
4209,white,citric acid,0.32,6.0,medium,1
4209,white,residual sugar,1.7,6.0,medium,1
4209,white,chlorides,0.024,6.0,medium,1
4209,white,free sulfur dioxide,26.0,6.0,medium,1
4209,white,total sulfur dioxide,102.0,6.0,medium,1
4209,white,density,0.99084,6.0,medium,1
4209,white,pH,3.29,6.0,medium,1
4209,white,sulphates,0.6,6.0,medium,1
4209,white,alcohol,11.8,6.0,medium,1
4210,white,fixed acidity,6.0,6.0,medium,1
4210,white,volatile acidity,0.17,6.0,medium,1
4210,white,citric acid,0.21,6.0,medium,1
4210,white,residual sugar,6.0,6.0,medium,1
4210,white,chlorides,0.05,6.0,medium,1
4210,white,free sulfur dioxide,26.0,6.0,medium,1
4210,white,total sulfur dioxide,134.0,6.0,medium,1
4210,white,density,0.9939,6.0,medium,1
4210,white,pH,3.08,6.0,medium,1
4210,white,sulphates,0.54,6.0,medium,1
4210,white,alcohol,9.8,6.0,medium,1
4211,white,fixed acidity,7.1,6.0,medium,1
4211,white,volatile acidity,0.38,6.0,medium,1
4211,white,citric acid,0.42,6.0,medium,1
4211,white,residual sugar,11.8,6.0,medium,1
4211,white,chlorides,0.041,6.0,medium,1
4211,white,free sulfur dioxide,32.0,6.0,medium,1
4211,white,total sulfur dioxide,193.0,6.0,medium,1
4211,white,density,0.99624,6.0,medium,1
4211,white,pH,3.04,6.0,medium,1
4211,white,sulphates,0.49,6.0,medium,1
4211,white,alcohol,10.0,6.0,medium,1
4212,white,fixed acidity,6.6,4.0,low,0
4212,white,volatile acidity,0.31,4.0,low,0
4212,white,citric acid,0.37,4.0,low,0
4212,white,residual sugar,6.2,4.0,low,0
4212,white,chlorides,0.052,4.0,low,0
4212,white,free sulfur dioxide,13.0,4.0,low,0
4212,white,total sulfur dioxide,164.0,4.0,low,0
4212,white,density,0.99602,4.0,low,0
4212,white,pH,3.24,4.0,low,0
4212,white,sulphates,0.39,4.0,low,0
4212,white,alcohol,8.8,4.0,low,0
4213,white,fixed acidity,6.5,4.0,low,0
4213,white,volatile acidity,0.38,4.0,low,0
4213,white,citric acid,0.53,4.0,low,0
4213,white,residual sugar,1.4,4.0,low,0
4213,white,chlorides,0.142,4.0,low,0
4213,white,free sulfur dioxide,5.0,4.0,low,0
4213,white,total sulfur dioxide,69.0,4.0,low,0
4213,white,density,0.9926,4.0,low,0
4213,white,pH,3.14,4.0,low,0
4213,white,sulphates,0.52,4.0,low,0
4213,white,alcohol,10.1,4.0,low,0
4214,white,fixed acidity,7.0,5.0,medium,1
4214,white,volatile acidity,0.44,5.0,medium,1
4214,white,citric acid,0.24,5.0,medium,1
4214,white,residual sugar,12.1,5.0,medium,1
4214,white,chlorides,0.056,5.0,medium,1
4214,white,free sulfur dioxide,68.0,5.0,medium,1
4214,white,total sulfur dioxide,210.0,5.0,medium,1
4214,white,density,0.99718,5.0,medium,1
4214,white,pH,3.05,5.0,medium,1
4214,white,sulphates,0.5,5.0,medium,1
4214,white,alcohol,9.5,5.0,medium,1
4215,white,fixed acidity,7.0,5.0,medium,1
4215,white,volatile acidity,0.44,5.0,medium,1
4215,white,citric acid,0.24,5.0,medium,1
4215,white,residual sugar,12.1,5.0,medium,1
4215,white,chlorides,0.056,5.0,medium,1
4215,white,free sulfur dioxide,68.0,5.0,medium,1
4215,white,total sulfur dioxide,210.0,5.0,medium,1
4215,white,density,0.99718,5.0,medium,1
4215,white,pH,3.05,5.0,medium,1
4215,white,sulphates,0.5,5.0,medium,1
4215,white,alcohol,9.5,5.0,medium,1
4216,white,fixed acidity,7.0,5.0,medium,1
4216,white,volatile acidity,0.44,5.0,medium,1
4216,white,citric acid,0.24,5.0,medium,1
4216,white,residual sugar,12.1,5.0,medium,1
4216,white,chlorides,0.056,5.0,medium,1
4216,white,free sulfur dioxide,68.0,5.0,medium,1
4216,white,total sulfur dioxide,210.0,5.0,medium,1
4216,white,density,0.99718,5.0,medium,1
4216,white,pH,3.05,5.0,medium,1
4216,white,sulphates,0.5,5.0,medium,1
4216,white,alcohol,9.5,5.0,medium,1
4217,white,fixed acidity,6.1,4.0,low,0
4217,white,volatile acidity,0.38,4.0,low,0
4217,white,citric acid,0.14,4.0,low,0
4217,white,residual sugar,3.9,4.0,low,0
4217,white,chlorides,0.06,4.0,low,0
4217,white,free sulfur dioxide,27.0,4.0,low,0
4217,white,total sulfur dioxide,113.0,4.0,low,0
4217,white,density,0.99344,4.0,low,0
4217,white,pH,3.07,4.0,low,0
4217,white,sulphates,0.34,4.0,low,0
4217,white,alcohol,9.2,4.0,low,0
4218,white,fixed acidity,8.0,6.0,medium,1
4218,white,volatile acidity,0.33,6.0,medium,1
4218,white,citric acid,0.32,6.0,medium,1
4218,white,residual sugar,4.6,6.0,medium,1
4218,white,chlorides,0.041,6.0,medium,1
4218,white,free sulfur dioxide,31.0,6.0,medium,1
4218,white,total sulfur dioxide,180.0,6.0,medium,1
4218,white,density,0.99184,6.0,medium,1
4218,white,pH,2.92,6.0,medium,1
4218,white,sulphates,0.74,6.0,medium,1
4218,white,alcohol,12.2,6.0,medium,1
4219,white,fixed acidity,7.0,5.0,medium,1
4219,white,volatile acidity,0.44,5.0,medium,1
4219,white,citric acid,0.24,5.0,medium,1
4219,white,residual sugar,12.1,5.0,medium,1
4219,white,chlorides,0.056,5.0,medium,1
4219,white,free sulfur dioxide,68.0,5.0,medium,1
4219,white,total sulfur dioxide,210.0,5.0,medium,1
4219,white,density,0.99718,5.0,medium,1
4219,white,pH,3.05,5.0,medium,1
4219,white,sulphates,0.5,5.0,medium,1
4219,white,alcohol,9.5,5.0,medium,1
4220,white,fixed acidity,6.0,6.0,medium,1
4220,white,volatile acidity,0.19,6.0,medium,1
4220,white,citric acid,0.29,6.0,medium,1
4220,white,residual sugar,1.2,6.0,medium,1
4220,white,chlorides,0.046,6.0,medium,1
4220,white,free sulfur dioxide,29.0,6.0,medium,1
4220,white,total sulfur dioxide,92.0,6.0,medium,1
4220,white,density,0.99033,6.0,medium,1
4220,white,pH,3.22,6.0,medium,1
4220,white,sulphates,0.53,6.0,medium,1
4220,white,alcohol,11.3,6.0,medium,1
4221,white,fixed acidity,6.3,6.0,medium,1
4221,white,volatile acidity,0.28,6.0,medium,1
4221,white,citric acid,0.34,6.0,medium,1
4221,white,residual sugar,8.1,6.0,medium,1
4221,white,chlorides,0.038,6.0,medium,1
4221,white,free sulfur dioxide,44.0,6.0,medium,1
4221,white,total sulfur dioxide,129.0,6.0,medium,1
4221,white,density,0.99248,6.0,medium,1
4221,white,pH,3.26,6.0,medium,1
4221,white,sulphates,0.29,6.0,medium,1
4221,white,alcohol,12.1,6.0,medium,1
4222,white,fixed acidity,6.1,4.0,low,0
4222,white,volatile acidity,0.38,4.0,low,0
4222,white,citric acid,0.14,4.0,low,0
4222,white,residual sugar,3.9,4.0,low,0
4222,white,chlorides,0.06,4.0,low,0
4222,white,free sulfur dioxide,27.0,4.0,low,0
4222,white,total sulfur dioxide,113.0,4.0,low,0
4222,white,density,0.99344,4.0,low,0
4222,white,pH,3.07,4.0,low,0
4222,white,sulphates,0.34,4.0,low,0
4222,white,alcohol,9.2,4.0,low,0
4223,white,fixed acidity,5.3,4.0,low,0
4223,white,volatile acidity,0.43,4.0,low,0
4223,white,citric acid,0.11,4.0,low,0
4223,white,residual sugar,1.1,4.0,low,0
4223,white,chlorides,0.029,4.0,low,0
4223,white,free sulfur dioxide,6.0,4.0,low,0
4223,white,total sulfur dioxide,51.0,4.0,low,0
4223,white,density,0.99076,4.0,low,0
4223,white,pH,3.51,4.0,low,0
4223,white,sulphates,0.48,4.0,low,0
4223,white,alcohol,11.2,4.0,low,0
4224,white,fixed acidity,5.4,7.0,high,2
4224,white,volatile acidity,0.22,7.0,high,2
4224,white,citric acid,0.35,7.0,high,2
4224,white,residual sugar,6.5,7.0,high,2
4224,white,chlorides,0.029,7.0,high,2
4224,white,free sulfur dioxide,26.0,7.0,high,2
4224,white,total sulfur dioxide,87.0,7.0,high,2
4224,white,density,0.99092,7.0,high,2
4224,white,pH,3.29,7.0,high,2
4224,white,sulphates,0.44,7.0,high,2
4224,white,alcohol,12.5,7.0,high,2
4225,white,fixed acidity,6.2,5.0,medium,1
4225,white,volatile acidity,0.345,5.0,medium,1
4225,white,citric acid,0.27,5.0,medium,1
4225,white,residual sugar,10.1,5.0,medium,1
4225,white,chlorides,0.056,5.0,medium,1
4225,white,free sulfur dioxide,38.0,5.0,medium,1
4225,white,total sulfur dioxide,187.0,5.0,medium,1
4225,white,density,0.99486,5.0,medium,1
4225,white,pH,3.31,5.0,medium,1
4225,white,sulphates,0.56,5.0,medium,1
4225,white,alcohol,10.6,5.0,medium,1
4226,white,fixed acidity,5.6,7.0,high,2
4226,white,volatile acidity,0.255,7.0,high,2
4226,white,citric acid,0.57,7.0,high,2
4226,white,residual sugar,10.7,7.0,high,2
4226,white,chlorides,0.056,7.0,high,2
4226,white,free sulfur dioxide,66.0,7.0,high,2
4226,white,total sulfur dioxide,171.0,7.0,high,2
4226,white,density,0.99464,7.0,high,2
4226,white,pH,3.25,7.0,high,2
4226,white,sulphates,0.61,7.0,high,2
4226,white,alcohol,10.4,7.0,high,2
4227,white,fixed acidity,5.2,7.0,high,2
4227,white,volatile acidity,0.2,7.0,high,2
4227,white,citric acid,0.27,7.0,high,2
4227,white,residual sugar,3.2,7.0,high,2
4227,white,chlorides,0.047,7.0,high,2
4227,white,free sulfur dioxide,16.0,7.0,high,2
4227,white,total sulfur dioxide,93.0,7.0,high,2
4227,white,density,0.99235,7.0,high,2
4227,white,pH,3.44,7.0,high,2
4227,white,sulphates,0.53,7.0,high,2
4227,white,alcohol,10.1,7.0,high,2
4228,white,fixed acidity,6.2,6.0,medium,1
4228,white,volatile acidity,0.29,6.0,medium,1
4228,white,citric acid,0.23,6.0,medium,1
4228,white,residual sugar,12.4,6.0,medium,1
4228,white,chlorides,0.048,6.0,medium,1
4228,white,free sulfur dioxide,33.0,6.0,medium,1
4228,white,total sulfur dioxide,201.0,6.0,medium,1
4228,white,density,0.99612,6.0,medium,1
4228,white,pH,3.11,6.0,medium,1
4228,white,sulphates,0.56,6.0,medium,1
4228,white,alcohol,9.9,6.0,medium,1
4229,white,fixed acidity,6.3,6.0,medium,1
4229,white,volatile acidity,0.26,6.0,medium,1
4229,white,citric acid,0.25,6.0,medium,1
4229,white,residual sugar,5.2,6.0,medium,1
4229,white,chlorides,0.046,6.0,medium,1
4229,white,free sulfur dioxide,11.0,6.0,medium,1
4229,white,total sulfur dioxide,133.0,6.0,medium,1
4229,white,density,0.99202,6.0,medium,1
4229,white,pH,2.97,6.0,medium,1
4229,white,sulphates,0.68,6.0,medium,1
4229,white,alcohol,11.0,6.0,medium,1
4230,white,fixed acidity,6.0,6.0,medium,1
4230,white,volatile acidity,0.22,6.0,medium,1
4230,white,citric acid,0.23,6.0,medium,1
4230,white,residual sugar,5.0,6.0,medium,1
4230,white,chlorides,0.045,6.0,medium,1
4230,white,free sulfur dioxide,10.0,6.0,medium,1
4230,white,total sulfur dioxide,122.0,6.0,medium,1
4230,white,density,0.99261,6.0,medium,1
4230,white,pH,2.94,6.0,medium,1
4230,white,sulphates,0.63,6.0,medium,1
4230,white,alcohol,10.0,6.0,medium,1
4231,white,fixed acidity,7.5,6.0,medium,1
4231,white,volatile acidity,0.35,6.0,medium,1
4231,white,citric acid,0.37,6.0,medium,1
4231,white,residual sugar,2.5,6.0,medium,1
4231,white,chlorides,0.066,6.0,medium,1
4231,white,free sulfur dioxide,29.0,6.0,medium,1
4231,white,total sulfur dioxide,89.0,6.0,medium,1
4231,white,density,0.98964,6.0,medium,1
4231,white,pH,3.14,6.0,medium,1
4231,white,sulphates,0.42,6.0,medium,1
4231,white,alcohol,12.7,6.0,medium,1
4232,white,fixed acidity,6.6,6.0,medium,1
4232,white,volatile acidity,0.39,6.0,medium,1
4232,white,citric acid,0.28,6.0,medium,1
4232,white,residual sugar,9.2,6.0,medium,1
4232,white,chlorides,0.036,6.0,medium,1
4232,white,free sulfur dioxide,10.0,6.0,medium,1
4232,white,total sulfur dioxide,92.0,6.0,medium,1
4232,white,density,0.99206,6.0,medium,1
4232,white,pH,3.07,6.0,medium,1
4232,white,sulphates,0.35,6.0,medium,1
4232,white,alcohol,12.1,6.0,medium,1
4233,white,fixed acidity,6.3,6.0,medium,1
4233,white,volatile acidity,0.23,6.0,medium,1
4233,white,citric acid,0.33,6.0,medium,1
4233,white,residual sugar,6.9,6.0,medium,1
4233,white,chlorides,0.052,6.0,medium,1
4233,white,free sulfur dioxide,23.0,6.0,medium,1
4233,white,total sulfur dioxide,118.0,6.0,medium,1
4233,white,density,0.9938,6.0,medium,1
4233,white,pH,3.23,6.0,medium,1
4233,white,sulphates,0.46,6.0,medium,1
4233,white,alcohol,10.4,6.0,medium,1
4234,white,fixed acidity,6.3,6.0,medium,1
4234,white,volatile acidity,0.22,6.0,medium,1
4234,white,citric acid,0.3,6.0,medium,1
4234,white,residual sugar,2.0,6.0,medium,1
4234,white,chlorides,0.05,6.0,medium,1
4234,white,free sulfur dioxide,23.0,6.0,medium,1
4234,white,total sulfur dioxide,120.0,6.0,medium,1
4234,white,density,0.99204,6.0,medium,1
4234,white,pH,3.24,6.0,medium,1
4234,white,sulphates,0.47,6.0,medium,1
4234,white,alcohol,10.4,6.0,medium,1
4235,white,fixed acidity,6.4,5.0,medium,1
4235,white,volatile acidity,0.29,5.0,medium,1
4235,white,citric acid,0.18,5.0,medium,1
4235,white,residual sugar,15.0,5.0,medium,1
4235,white,chlorides,0.04,5.0,medium,1
4235,white,free sulfur dioxide,21.0,5.0,medium,1
4235,white,total sulfur dioxide,116.0,5.0,medium,1
4235,white,density,0.99736,5.0,medium,1
4235,white,pH,3.14,5.0,medium,1
4235,white,sulphates,0.5,5.0,medium,1
4235,white,alcohol,9.2,5.0,medium,1
4236,white,fixed acidity,6.4,5.0,medium,1
4236,white,volatile acidity,0.29,5.0,medium,1
4236,white,citric acid,0.18,5.0,medium,1
4236,white,residual sugar,15.0,5.0,medium,1
4236,white,chlorides,0.04,5.0,medium,1
4236,white,free sulfur dioxide,21.0,5.0,medium,1
4236,white,total sulfur dioxide,116.0,5.0,medium,1
4236,white,density,0.99736,5.0,medium,1
4236,white,pH,3.14,5.0,medium,1
4236,white,sulphates,0.5,5.0,medium,1
4236,white,alcohol,9.2,5.0,medium,1
4237,white,fixed acidity,7.5,5.0,medium,1
4237,white,volatile acidity,0.23,5.0,medium,1
4237,white,citric acid,0.3,5.0,medium,1
4237,white,residual sugar,1.2,5.0,medium,1
4237,white,chlorides,0.03,5.0,medium,1
4237,white,free sulfur dioxide,27.0,5.0,medium,1
4237,white,total sulfur dioxide,80.0,5.0,medium,1
4237,white,density,0.99192,5.0,medium,1
4237,white,pH,3.05,5.0,medium,1
4237,white,sulphates,0.68,5.0,medium,1
4237,white,alcohol,10.5,5.0,medium,1
4238,white,fixed acidity,6.4,5.0,medium,1
4238,white,volatile acidity,0.29,5.0,medium,1
4238,white,citric acid,0.18,5.0,medium,1
4238,white,residual sugar,15.0,5.0,medium,1
4238,white,chlorides,0.04,5.0,medium,1
4238,white,free sulfur dioxide,21.0,5.0,medium,1
4238,white,total sulfur dioxide,116.0,5.0,medium,1
4238,white,density,0.99736,5.0,medium,1
4238,white,pH,3.14,5.0,medium,1
4238,white,sulphates,0.5,5.0,medium,1
4238,white,alcohol,9.2,5.0,medium,1
4239,white,fixed acidity,5.7,7.0,high,2
4239,white,volatile acidity,0.28,7.0,high,2
4239,white,citric acid,0.36,7.0,high,2
4239,white,residual sugar,1.8,7.0,high,2
4239,white,chlorides,0.041,7.0,high,2
4239,white,free sulfur dioxide,38.0,7.0,high,2
4239,white,total sulfur dioxide,90.0,7.0,high,2
4239,white,density,0.99002,7.0,high,2
4239,white,pH,3.27,7.0,high,2
4239,white,sulphates,0.98,7.0,high,2
4239,white,alcohol,11.9,7.0,high,2
4240,white,fixed acidity,6.5,6.0,medium,1
4240,white,volatile acidity,0.26,6.0,medium,1
4240,white,citric acid,0.24,6.0,medium,1
4240,white,residual sugar,10.8,6.0,medium,1
4240,white,chlorides,0.042,6.0,medium,1
4240,white,free sulfur dioxide,47.0,6.0,medium,1
4240,white,total sulfur dioxide,130.0,6.0,medium,1
4240,white,density,0.996,6.0,medium,1
4240,white,pH,3.08,6.0,medium,1
4240,white,sulphates,0.4,6.0,medium,1
4240,white,alcohol,10.1,6.0,medium,1
4241,white,fixed acidity,6.4,6.0,medium,1
4241,white,volatile acidity,0.27,6.0,medium,1
4241,white,citric acid,0.29,6.0,medium,1
4241,white,residual sugar,3.9,6.0,medium,1
4241,white,chlorides,0.034,6.0,medium,1
4241,white,free sulfur dioxide,62.0,6.0,medium,1
4241,white,total sulfur dioxide,140.0,6.0,medium,1
4241,white,density,0.99237,6.0,medium,1
4241,white,pH,3.1,6.0,medium,1
4241,white,sulphates,0.59,6.0,medium,1
4241,white,alcohol,11.1,6.0,medium,1
4242,white,fixed acidity,5.9,7.0,high,2
4242,white,volatile acidity,0.22,7.0,high,2
4242,white,citric acid,0.29,7.0,high,2
4242,white,residual sugar,4.2,7.0,high,2
4242,white,chlorides,0.037,7.0,high,2
4242,white,free sulfur dioxide,69.0,7.0,high,2
4242,white,total sulfur dioxide,144.0,7.0,high,2
4242,white,density,0.99214,7.0,high,2
4242,white,pH,3.13,7.0,high,2
4242,white,sulphates,0.74,7.0,high,2
4242,white,alcohol,10.8,7.0,high,2
4243,white,fixed acidity,6.8,6.0,medium,1
4243,white,volatile acidity,0.26,6.0,medium,1
4243,white,citric acid,0.26,6.0,medium,1
4243,white,residual sugar,2.0,6.0,medium,1
4243,white,chlorides,0.019,6.0,medium,1
4243,white,free sulfur dioxide,23.5,6.0,medium,1
4243,white,total sulfur dioxide,72.0,6.0,medium,1
4243,white,density,0.99041,6.0,medium,1
4243,white,pH,3.16,6.0,medium,1
4243,white,sulphates,0.47,6.0,medium,1
4243,white,alcohol,11.8,6.0,medium,1
4244,white,fixed acidity,7.6,5.0,medium,1
4244,white,volatile acidity,0.36,5.0,medium,1
4244,white,citric acid,0.48,5.0,medium,1
4244,white,residual sugar,13.5,5.0,medium,1
4244,white,chlorides,0.038,5.0,medium,1
4244,white,free sulfur dioxide,44.0,5.0,medium,1
4244,white,total sulfur dioxide,116.0,5.0,medium,1
4244,white,density,0.9982,5.0,medium,1
4244,white,pH,3.04,5.0,medium,1
4244,white,sulphates,0.48,5.0,medium,1
4244,white,alcohol,9.2,5.0,medium,1
4245,white,fixed acidity,7.6,5.0,medium,1
4245,white,volatile acidity,0.35,5.0,medium,1
4245,white,citric acid,0.47,5.0,medium,1
4245,white,residual sugar,13.3,5.0,medium,1
4245,white,chlorides,0.037,5.0,medium,1
4245,white,free sulfur dioxide,42.0,5.0,medium,1
4245,white,total sulfur dioxide,116.0,5.0,medium,1
4245,white,density,0.99822,5.0,medium,1
4245,white,pH,3.04,5.0,medium,1
4245,white,sulphates,0.5,5.0,medium,1
4245,white,alcohol,9.2,5.0,medium,1
4246,white,fixed acidity,5.7,6.0,medium,1
4246,white,volatile acidity,0.18,6.0,medium,1
4246,white,citric acid,0.26,6.0,medium,1
4246,white,residual sugar,2.2,6.0,medium,1
4246,white,chlorides,0.023,6.0,medium,1
4246,white,free sulfur dioxide,21.0,6.0,medium,1
4246,white,total sulfur dioxide,95.0,6.0,medium,1
4246,white,density,0.9893,6.0,medium,1
4246,white,pH,3.07,6.0,medium,1
4246,white,sulphates,0.54,6.0,medium,1
4246,white,alcohol,12.3,6.0,medium,1
4247,white,fixed acidity,6.6,6.0,medium,1
4247,white,volatile acidity,0.36,6.0,medium,1
4247,white,citric acid,0.47,6.0,medium,1
4247,white,residual sugar,1.4,6.0,medium,1
4247,white,chlorides,0.145,6.0,medium,1
4247,white,free sulfur dioxide,26.0,6.0,medium,1
4247,white,total sulfur dioxide,124.0,6.0,medium,1
4247,white,density,0.99274,6.0,medium,1
4247,white,pH,3.09,6.0,medium,1
4247,white,sulphates,0.56,6.0,medium,1
4247,white,alcohol,10.1,6.0,medium,1
4248,white,fixed acidity,5.9,6.0,medium,1
4248,white,volatile acidity,0.14,6.0,medium,1
4248,white,citric acid,0.2,6.0,medium,1
4248,white,residual sugar,1.6,6.0,medium,1
4248,white,chlorides,0.04,6.0,medium,1
4248,white,free sulfur dioxide,26.0,6.0,medium,1
4248,white,total sulfur dioxide,114.0,6.0,medium,1
4248,white,density,0.99105,6.0,medium,1
4248,white,pH,3.25,6.0,medium,1
4248,white,sulphates,0.45,6.0,medium,1
4248,white,alcohol,11.4,6.0,medium,1
4249,white,fixed acidity,5.5,6.0,medium,1
4249,white,volatile acidity,0.23,6.0,medium,1
4249,white,citric acid,0.19,6.0,medium,1
4249,white,residual sugar,2.2,6.0,medium,1
4249,white,chlorides,0.044,6.0,medium,1
4249,white,free sulfur dioxide,39.0,6.0,medium,1
4249,white,total sulfur dioxide,161.0,6.0,medium,1
4249,white,density,0.99209,6.0,medium,1
4249,white,pH,3.19,6.0,medium,1
4249,white,sulphates,0.43,6.0,medium,1
4249,white,alcohol,10.4,6.0,medium,1
4250,white,fixed acidity,6.7,6.0,medium,1
4250,white,volatile acidity,0.11,6.0,medium,1
4250,white,citric acid,0.26,6.0,medium,1
4250,white,residual sugar,14.8,6.0,medium,1
4250,white,chlorides,0.053,6.0,medium,1
4250,white,free sulfur dioxide,44.0,6.0,medium,1
4250,white,total sulfur dioxide,95.0,6.0,medium,1
4250,white,density,0.99676,6.0,medium,1
4250,white,pH,3.2,6.0,medium,1
4250,white,sulphates,0.35,6.0,medium,1
4250,white,alcohol,9.8,6.0,medium,1
4251,white,fixed acidity,7.0,6.0,medium,1
4251,white,volatile acidity,0.24,6.0,medium,1
4251,white,citric acid,0.24,6.0,medium,1
4251,white,residual sugar,1.8,6.0,medium,1
4251,white,chlorides,0.047,6.0,medium,1
4251,white,free sulfur dioxide,29.0,6.0,medium,1
4251,white,total sulfur dioxide,91.0,6.0,medium,1
4251,white,density,0.99251,6.0,medium,1
4251,white,pH,3.3,6.0,medium,1
4251,white,sulphates,0.43,6.0,medium,1
4251,white,alcohol,9.9,6.0,medium,1
4252,white,fixed acidity,6.7,6.0,medium,1
4252,white,volatile acidity,0.11,6.0,medium,1
4252,white,citric acid,0.26,6.0,medium,1
4252,white,residual sugar,14.8,6.0,medium,1
4252,white,chlorides,0.053,6.0,medium,1
4252,white,free sulfur dioxide,44.0,6.0,medium,1
4252,white,total sulfur dioxide,95.0,6.0,medium,1
4252,white,density,0.99676,6.0,medium,1
4252,white,pH,3.2,6.0,medium,1
4252,white,sulphates,0.35,6.0,medium,1
4252,white,alcohol,9.8,6.0,medium,1
4253,white,fixed acidity,5.3,4.0,low,0
4253,white,volatile acidity,0.47,4.0,low,0
4253,white,citric acid,0.1,4.0,low,0
4253,white,residual sugar,1.3,4.0,low,0
4253,white,chlorides,0.036,4.0,low,0
4253,white,free sulfur dioxide,11.0,4.0,low,0
4253,white,total sulfur dioxide,74.0,4.0,low,0
4253,white,density,0.99082,4.0,low,0
4253,white,pH,3.48,4.0,low,0
4253,white,sulphates,0.54,4.0,low,0
4253,white,alcohol,11.2,4.0,low,0
4254,white,fixed acidity,7.5,5.0,medium,1
4254,white,volatile acidity,0.29,5.0,medium,1
4254,white,citric acid,0.24,5.0,medium,1
4254,white,residual sugar,9.9,5.0,medium,1
4254,white,chlorides,0.058,5.0,medium,1
4254,white,free sulfur dioxide,25.0,5.0,medium,1
4254,white,total sulfur dioxide,115.0,5.0,medium,1
4254,white,density,0.99567,5.0,medium,1
4254,white,pH,3.15,5.0,medium,1
4254,white,sulphates,0.46,5.0,medium,1
4254,white,alcohol,10.9,5.0,medium,1
4255,white,fixed acidity,6.0,5.0,medium,1
4255,white,volatile acidity,0.33,5.0,medium,1
4255,white,citric acid,0.26,5.0,medium,1
4255,white,residual sugar,5.1,5.0,medium,1
4255,white,chlorides,0.051,5.0,medium,1
4255,white,free sulfur dioxide,16.0,5.0,medium,1
4255,white,total sulfur dioxide,119.0,5.0,medium,1
4255,white,density,0.99416,5.0,medium,1
4255,white,pH,3.15,5.0,medium,1
4255,white,sulphates,0.41,5.0,medium,1
4255,white,alcohol,9.2,5.0,medium,1
4256,white,fixed acidity,6.0,5.0,medium,1
4256,white,volatile acidity,0.33,5.0,medium,1
4256,white,citric acid,0.26,5.0,medium,1
